type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
general,"Q085","democracy","Wer bildet den deutschen Bundesrat?","Wer bildet den deutschen Bundesrat?","die Abgeordneten des Bundestages","die Abgeordneten des Bundestages","die Ministerinnen und Minister der Bundesregierung","die Ministerinnen und Minister der Bundesregierung","die Regierungsvertreter der Bundesländer","die Regierungsvertreter der Bundesländer","die Parteimitglieder","die Parteimitglieder","Im Bundesrat vertreten die Regierungen der Länder ihre Interessen.","Im Bundesrat vertreten die Regierungen der Länder ihre Interessen."
general,"Q086","democracy","Wer wählt in Deutschland die Bundespräsidentin/den Bundespräsidenten?","Wer wählt in Deutschland die Bundespräsidentin/den Bundespräsidenten?","die Bundesversammlung","die Bundesversammlung","der Bundesrat","der Bundesrat","das Bundesparlament","das Bundesparlament","das Bundesverfassungsgericht","das Bundesverfassungsgericht","Die Bundesversammlung besteht aus Mitgliedern des Bundestags und Vertretern der Länderparlamente.","Die Bundesversammlung besteht aus Mitgliedern des Bundestags und Vertretern der Länderparlamente."
general,"Q087","democracy","Wer ist das Staatsoberhaupt der Bundesrepublik Deutschland?","Wer ist das Staatsoberhaupt der Bundesrepublik Deutschland?","die Bundeskanzlerin/der Bundeskanzler","die Bundeskanzlerin/der Bundeskanzler","die Bundespräsidentin/der Bundespräsident","die Bundespräsidentin/der Bundespräsident","die Bundesratspräsidentin/der Bundesratspräsident","die Bundesratspräsidentin/der Bundesratspräsident","die Bundestagspräsidentin/der Bundestagspräsident","die Bundestagspräsidentin/der Bundestagspräsident","Das Staatsoberhaupt ist die Bundespräsidentin bzw. der Bundespräsident.","Das Staatsoberhaupt ist die Bundespräsidentin bzw. der Bundespräsident."
general,"Q088","democracy","Die parlamentarische Opposition im Deutschen Bundestag …","Die parlamentarische Opposition im Deutschen Bundestag …","kontrolliert die Regierung.","kontrolliert die Regierung.","entscheidet, wer Bundesministerin/Bundesminister wird.","entscheidet, wer Bundesministerin/Bundesminister wird.","bestimmt, wer im Bundesrat sitzt.","bestimmt, wer im Bundesrat sitzt.","schlägt die Regierungschefinnen/Regierungschefs der Länder vor.","schlägt die Regierungschefinnen/Regierungschefs der Länder vor.","Die Opposition hat die wichtige Aufgabe, die Regierung zu kontrollieren.","Die Opposition hat die wichtige Aufgabe, die Regierung zu kontrollieren."
general,"Q089","democracy","Wie nennt man in Deutschland die Vereinigung von Abgeordneten einer Partei im Parlament?","Wie nennt man in Deutschland die Vereinigung von Abgeordneten einer Partei im Parlament?","Verband","Verband","Ältestenrat","Ältestenrat","Fraktion","Fraktion","Opposition","Opposition","Abgeordnete derselben Partei bilden eine Fraktion, um gemeinsam politische Ziele zu vertreten.","Abgeordnete derselben Partei bilden eine Fraktion, um gemeinsam politische Ziele zu vertreten."
general,"Q090","democracy","Die deutschen Bundesländer wirken an der Gesetzgebung des Bundes mit durch …","Die deutschen Bundesländer wirken an der Gesetzgebung des Bundes mit durch …","den Bundesrat.","den Bundesrat.","die Bundesversammlung.","die Bundesversammlung.","den Bundestag.","den Bundestag.","die Bundesregierung.","die Bundesregierung.","Der Bundesrat vertritt die Länder und wirkt bei der Gesetzgebung des Bundes mit.","Der Bundesrat vertritt die Länder und wirkt bei der Gesetzgebung des Bundes mit."
general,"Q091","democracy","In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …","In Deutschland kann ein Regierungswechsel in einem Bundesland Auswirkungen auf die Bundespolitik haben. Das Regieren wird …","schwieriger, wenn sich dadurch die Mehrheit im Bundestag ändert.","schwieriger, wenn sich dadurch die Mehrheit im Bundestag ändert.","leichter, wenn dadurch neue Parteien in den Bundesrat kommen.","leichter, wenn dadurch neue Parteien in den Bundesrat kommen.","schwieriger, wenn dadurch die Mehrheit im Bundesrat verändert wird.","schwieriger, wenn dadurch die Mehrheit im Bundesrat verändert wird.","leichter, wenn es sich um ein reiches Bundesland handelt.","leichter, wenn es sich um ein reiches Bundesland handelt.","Ändert sich die Mehrheitsverteilung im Bundesrat, kann das Einfluss auf die Bundespolitik haben.","Ändert sich die Mehrheitsverteilung im Bundesrat, kann das Einfluss auf die Bundespolitik haben."
general,"Q092","democracy","Was bedeutet die Abkürzung CSU in Deutschland?","Was bedeutet die Abkürzung CSU in Deutschland?","Christlich Sichere Union","Christlich Sichere Union","Christlich Süddeutsche Union","Christlich Süddeutsche Union","Christlich Sozialer Unternehmerverband","Christlich Sozialer Unternehmerverband","Christlich Soziale Union","Christlich Soziale Union","CSU steht für Christlich Soziale Union – sie ist die Schwesterpartei der CDU in Bayern.","CSU steht für Christlich Soziale Union – sie ist die Schwesterpartei der CDU in Bayern."
general,"Q093","democracy","Je mehr 'Zweitstimmen' eine Partei bei einer Bundestagswahl bekommt, desto …","Je mehr 'Zweitstimmen' eine Partei bei einer Bundestagswahl bekommt, desto …","weniger Erststimmen kann sie haben.","weniger Erststimmen kann sie haben.","mehr Direktkandidaten der Partei ziehen ins Parlament ein.","mehr Direktkandidaten der Partei ziehen ins Parlament ein.","größer ist das Risiko, eine Koalition bilden zu müssen.","größer ist das Risiko, eine Koalition bilden zu müssen.","mehr Sitze erhält die Partei im Parlament.","mehr Sitze erhält die Partei im Parlament.","Die Zweitstimme entscheidet über die Sitzverteilung der Parteien im Bundestag.","Die Zweitstimme entscheidet über die Sitzverteilung der Parteien im Bundestag."
general,"Q094","democracy","Ab welchem Alter darf man in Deutschland an der Wahl zum Deutschen Bundestag teilnehmen?","Ab welchem Alter darf man in Deutschland an der Wahl zum Deutschen Bundestag teilnehmen?","16","16","18","18","21","21","23","23","Das aktive Wahlrecht zum Bundestag ist im Grundgesetz verankert und gilt ab 18 Jahren.","Das aktive Wahlrecht zum Bundestag ist im Grundgesetz verankert und gilt ab 18 Jahren."
general,"Q095","people_society","Was gilt für die meisten Kinder in Deutschland?","Was gilt für die meisten Kinder in Deutschland?","Wahlpflicht","Wahlpflicht","Schulpflicht","Schulpflicht","Schweigepflicht","Schweigepflicht","Religionspflicht","Religionspflicht","In Deutschland besteht allgemeine Schulpflicht.","In Deutschland besteht allgemeine Schulpflicht."
general,"Q096","history_responsibility","Wie kann jemand, der den Holocaust leugnet, bestraft werden?","Wie kann jemand, der den Holocaust leugnet, bestraft werden?","Kürzung sozialer Leistungen","Kürzung sozialer Leistungen","bis zu 100 Sozialstunden","bis zu 100 Sozialstunden","gar nicht, Holocaustleugnung ist erlaubt","gar nicht, Holocaustleugnung ist erlaubt","mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe","mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe","Holocaustleugnung ist eine Straftat nach §130 StGB (Volksverhetzung) und kann mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe bestraft werden.","Holocaustleugnung ist eine Straftat nach §130 StGB (Volksverhetzung) und kann mit Freiheitsstrafe bis zu fünf Jahren oder mit Geldstrafe bestraft werden."
general,"Q097","people_society","Was bezahlt man in Deutschland automatisch, wenn man fest angestellt ist?","Was bezahlt man in Deutschland automatisch, wenn man fest angestellt ist?","Sozialversicherung","Sozialversicherung","Sozialhilfe","Sozialhilfe","Kindergeld","Kindergeld","Wohngeld","Wohngeld","Arbeitnehmer zahlen automatisch Beiträge zur Sozialversicherung.","Arbeitnehmer zahlen automatisch Beiträge zur Sozialversicherung."
general,"Q098","democracy","Wenn Abgeordnete im Deutschen Bundestag ihre Fraktion wechseln, …","Wenn Abgeordnete im Deutschen Bundestag ihre Fraktion wechseln, …","dürfen sie nicht mehr an den Sitzungen teilnehmen.","dürfen sie nicht mehr an den Sitzungen teilnehmen.","kann die Regierung ihre Mehrheit verlieren.","kann die Regierung ihre Mehrheit verlieren.","muss die Bundespräsidentin/der Bundespräsident zustimmen.","muss die Bundespräsidentin/der Bundespräsident zustimmen.","dürfen die Wählerinnen/Wähler erneut wählen.","dürfen die Wählerinnen/Wähler erneut wählen.","Ein Fraktionswechsel kann die Mehrheitsverhältnisse im Bundestag verändern.","Ein Fraktionswechsel kann die Mehrheitsverhältnisse im Bundestag verändern."
general,"Q099","people_society","Wer bezahlt in Deutschland die Sozialversicherungen?","Wer bezahlt in Deutschland die Sozialversicherungen?","Arbeitgeberinnen/Arbeitgeber und Arbeitnehmerinnen/Arbeitnehmer","Arbeitgeberinnen/Arbeitgeber und Arbeitnehmerinnen/Arbeitnehmer","nur Arbeitnehmerinnen/Arbeitnehmer","nur Arbeitnehmerinnen/Arbeitnehmer","alle Staatsangehörigen","alle Staatsangehörigen","nur Arbeitgeberinnen/Arbeitgeber","nur Arbeitgeberinnen/Arbeitgeber","Die Sozialversicherungen werden gemeinsam von Arbeitgebern und Arbeitnehmern getragen.","Die Sozialversicherungen werden gemeinsam von Arbeitgebern und Arbeitnehmern getragen."
general,"Q100","people_society","Was gehört nicht zur gesetzlichen Sozialversicherung?","Was gehört nicht zur gesetzlichen Sozialversicherung?","die Lebensversicherung","die Lebensversicherung","die gesetzliche Rentenversicherung","die gesetzliche Rentenversicherung","die Arbeitslosenversicherung","die Arbeitslosenversicherung","die Pflegeversicherung","die Pflegeversicherung","Die Lebensversicherung ist privat, nicht gesetzlich vorgeschrieben.","Die Lebensversicherung ist privat, nicht gesetzlich vorgeschrieben."
general,"Q101","people_society","Gewerkschaften sind Interessenverbände der …","Gewerkschaften sind Interessenverbände der …","Jugendlichen","Jugendlichen","Arbeitnehmerinnen und Arbeitnehmer","Arbeitnehmerinnen und Arbeitnehmer","Rentnerinnen und Rentner","Rentnerinnen und Rentner","Arbeitgeberinnen und Arbeitgeber","Arbeitgeberinnen und Arbeitgeber","Gewerkschaften vertreten die Interessen von Arbeitnehmerinnen und Arbeitnehmern.","Gewerkschaften vertreten die Interessen von Arbeitnehmerinnen und Arbeitnehmern."
general,"Q102","people_society","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …","Womit kann man in der Bundesrepublik Deutschland geehrt werden, wenn man auf politischem, wirtschaftlichem, kulturellem, geistigem oder sozialem Gebiet eine besondere Leistung erbracht hat? Mit dem …","Bundesverdienstkreuz","Bundesverdienstkreuz","Bundesadler","Bundesadler","Vaterländischen Verdienstorden","Vaterländischen Verdienstorden","Ehrentitel ""Held der Deutschen Demokratischen Republik""","Ehrentitel ""Held der Deutschen Demokratischen Republik""","In der Bundesrepublik Deutschland wird das Bundesverdienstkreuz verliehen, als höchste Auszeichnung für besondere Verdienste.","In der Bundesrepublik Deutschland wird das Bundesverdienstkreuz verliehen, als höchste Auszeichnung für besondere Verdienste."
general,"Q103","history_responsibility","Was wird in Deutschland als ""Ampelkoalition"" bezeichnet? Die Zusammenarbeit …","Was wird in Deutschland als ""Ampelkoalition"" bezeichnet? Die Zusammenarbeit …","der Bundestagsfraktionen von CDU und CSU","der Bundestagsfraktionen von CDU und CSU","von SPD, FDP und Bündnis 90/Die Grünen in einer Regierung","von SPD, FDP und Bündnis 90/Die Grünen in einer Regierung","von CSU, Die LINKE und Bündnis 90/Die Grünen in einer Regierung","von CSU, Die LINKE und Bündnis 90/Die Grünen in einer Regierung","der Bundestagsfraktionen von CDU und SPD","der Bundestagsfraktionen von CDU und SPD","Die Ampelkoalition besteht aus SPD (Rot), FDP (Gelb) und Bündnis 90/Die Grünen (Grün).","Die Ampelkoalition besteht aus SPD (Rot), FDP (Gelb) und Bündnis 90/Die Grünen (Grün)."
general,"Q104","people_society","Eine Frau in Deutschland verliert ihre Arbeit. Was darf nicht der Grund für diese Entlassung sein?","Eine Frau in Deutschland verliert ihre Arbeit. Was darf nicht der Grund für diese Entlassung sein?","Die Frau ist lange krank und arbeitsunfähig.","Die Frau ist lange krank und arbeitsunfähig.","Die Frau kam oft zu spät zur Arbeit.","Die Frau kam oft zu spät zur Arbeit.","Die Frau erledigt private Sachen während der Arbeitszeit.","Die Frau erledigt private Sachen während der Arbeitszeit.","Die Frau bekommt ein Kind und ihr Chef weiß das.","Die Frau bekommt ein Kind und ihr Chef weiß das.","Eine Frau darf wegen einer Schwangerschaft nicht entlassen werden (Mutterschutzgesetz).","Eine Frau darf wegen einer Schwangerschaft nicht entlassen werden (Mutterschutzgesetz)."
general,"Q105","people_society","Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern in Deutschland?","Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern in Deutschland?","Sie helfen alten Menschen bei der Stimmabgabe in der Wahlkabine.","Sie helfen alten Menschen bei der Stimmabgabe in der Wahlkabine.","Sie schreiben die Wahlbenachrichtigungen vor der Wahl.","Sie schreiben die Wahlbenachrichtigungen vor der Wahl.","Sie geben Zwischenergebnisse an die Medien weiter.","Sie geben Zwischenergebnisse an die Medien weiter.","Sie zählen die Stimmen nach dem Ende der Wahl.","Sie zählen die Stimmen nach dem Ende der Wahl.","Wahlhelferinnen und Wahlhelfer sind unter anderem für die Auszählung der Stimmen zuständig.","Wahlhelferinnen und Wahlhelfer sind unter anderem für die Auszählung der Stimmen zuständig."
general,"Q106","people_society","In Deutschland helfen ehrenamtliche Wahlhelferinnen und Wahlhelfer bei den Wahlen. Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern?","In Deutschland helfen ehrenamtliche Wahlhelferinnen und Wahlhelfer bei den Wahlen. Was ist eine Aufgabe von Wahlhelferinnen/Wahlhelfern?","Sie helfen Kindern und alten Menschen beim Wählen.","Sie helfen Kindern und alten Menschen beim Wählen.","Sie schreiben Karten und Briefe mit der Angabe des Wahllokals.","Sie schreiben Karten und Briefe mit der Angabe des Wahllokals.","Sie geben Zwischenergebnisse an Journalisten weiter.","Sie geben Zwischenergebnisse an Journalisten weiter.","Sie zählen die Stimmen nach dem Ende der Wahl.","Sie zählen die Stimmen nach dem Ende der Wahl.","Wahlhelferinnen und Wahlhelfer sind unter anderem für die Auszählung der Stimmen zuständig.","Wahlhelferinnen und Wahlhelfer sind unter anderem für die Auszählung der Stimmen zuständig."
general,"Q107","democracy","Für wie viele Jahre wird der Bundestag in Deutschland gewählt?","Für wie viele Jahre wird der Bundestag in Deutschland gewählt?","2 Jahre","2 Jahre","4 Jahre","4 Jahre","6 Jahre","6 Jahre","8 Jahre","8 Jahre","Die Wahlperiode des Deutschen Bundestags beträgt in der Regel vier Jahre (Art. 39 GG).","Die Wahlperiode des Deutschen Bundestags beträgt in der Regel vier Jahre (Art. 39 GG)."
general,"Q108","democracy","Bei einer Bundestagswahl in Deutschland darf jede/jeder wählen, die/der …","Bei einer Bundestagswahl in Deutschland darf jede/jeder wählen, die/der …","in der Bundesrepublik Deutschland wohnt und wählen möchte.","in der Bundesrepublik Deutschland wohnt und wählen möchte.","Bürgerin/Bürger der Bundesrepublik Deutschland ist und mindestens 18 Jahre alt ist.","Bürgerin/Bürger der Bundesrepublik Deutschland ist und mindestens 18 Jahre alt ist.","seit mindestens 3 Jahren in der Bundesrepublik Deutschland lebt.","seit mindestens 3 Jahren in der Bundesrepublik Deutschland lebt.","Bürgerin/Bürger der Bundesrepublik Deutschland ist und mindestens 21 Jahre alt ist.","Bürgerin/Bürger der Bundesrepublik Deutschland ist und mindestens 21 Jahre alt ist.","Aktives Wahlrecht zum Bundestag haben deutsche Staatsangehörige ab 18 Jahren.","Aktives Wahlrecht zum Bundestag haben deutsche Staatsangehörige ab 18 Jahren."
general,"Q109","democracy","Wie oft gibt es normalerweise Bundestagswahlen in Deutschland?","Wie oft gibt es normalerweise Bundestagswahlen in Deutschland?","alle drei Jahre","alle drei Jahre","alle vier Jahre","alle vier Jahre","alle fünf Jahre","alle fünf Jahre","alle sechs Jahre","alle sechs Jahre","Regelmäßig alle vier Jahre; Ausnahmen bei Auflösung des Bundestags möglich.","Regelmäßig alle vier Jahre; Ausnahmen bei Auflösung des Bundestags möglich."
general,"Q110","democracy","Für wie viele Jahre wird der Bundestag in Deutschland gewählt?","Für wie viele Jahre wird der Bundestag in Deutschland gewählt?","2 Jahre","2 Jahre","3 Jahre","3 Jahre","4 Jahre","4 Jahre","5 Jahre","5 Jahre","Auch hier ist die korrekte Antwort: vier Jahre (Art. 39 GG).","Auch hier ist die korrekte Antwort: vier Jahre (Art. 39 GG)."
general,"Q111","history_responsibility","Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?","Welche Handlungen mit Bezug auf den Staat Israel sind in Deutschland verboten?","die Politik Israels öffentlich kritisieren","die Politik Israels öffentlich kritisieren","das Aufhängen einer israelischen Flagge auf dem Privatgrundstück","das Aufhängen einer israelischen Flagge auf dem Privatgrundstück","eine Diskussion über die Politik Israels","eine Diskussion über die Politik Israels","der öffentliche Aufruf zur Vernichtung Israels","der öffentliche Aufruf zur Vernichtung Israels","Zum Völkermord aufzufordern ist strafbar (z. B. Volksverhetzung).","Zum Völkermord aufzufordern ist strafbar (z. B. Volksverhetzung)."
general,"Q112","democracy","Die Wahlen in Deutschland sind …","Die Wahlen in Deutschland sind …","speziell.","speziell.","geheim.","geheim.","berufsbezogen.","berufsbezogen.","geschlechtsabhängig.","geschlechtsabhängig.","Wahlen müssen u. a. geheim sein (Art. 38 GG).","Wahlen müssen u. a. geheim sein (Art. 38 GG)."
general,"Q113","democracy","Wahlen in Deutschland gewinnt die Partei, die …","Wahlen in Deutschland gewinnt die Partei, die …","die meisten Stimmen bekommt.","die meisten Stimmen bekommt.","die meisten Männer mehrheitlich gewählt haben.","die meisten Männer mehrheitlich gewählt haben.","die meisten Stimmen bei den Arbeiterinnen/Arbeitern bekommen hat.","die meisten Stimmen bei den Arbeiterinnen/Arbeitern bekommen hat.","die meisten Erststimmen für ihre Kanzlerkandidatin/ihren Kanzlerkandidaten erhalten hat.","die meisten Erststimmen für ihre Kanzlerkandidatin/ihren Kanzlerkandidaten erhalten hat.","Entscheidend ist die Mehrheit der abgegebenen Stimmen.","Entscheidend ist die Mehrheit der abgegebenen Stimmen."
general,"Q114","democracy","An demokratischen Wahlen in Deutschland teilzunehmen ist …","An demokratischen Wahlen in Deutschland teilzunehmen ist …","eine Pflicht.","eine Pflicht.","ein Recht.","ein Recht.","ein Zwang.","ein Zwang.","eine Last.","eine Last.","Es gibt Wahlrecht, aber keine Wahlpflicht.","Es gibt Wahlrecht, aber keine Wahlpflicht."
general,"Q115","democracy","Was bedeutet ""aktives Wahlrecht"" in Deutschland?","Was bedeutet ""aktives Wahlrecht"" in Deutschland?","Man kann gewählt werden.","Man kann gewählt werden.","Man muss wählen gehen.","Man muss wählen gehen.","Man kann wählen.","Man kann wählen.","Man muss zur Auszählung der Stimmen gehen.","Man muss zur Auszählung der Stimmen gehen.","Aktives Wahlrecht = das Recht, seine Stimme abzugeben.","Aktives Wahlrecht = das Recht, seine Stimme abzugeben."
general,"Q116","democracy","Wenn Sie bei einer Bundestagswahl in Deutschland wählen dürfen, heißt das …","Wenn Sie bei einer Bundestagswahl in Deutschland wählen dürfen, heißt das …","aktive Wahlkampagne.","aktive Wahlkampagne.","aktives Wahlverfahren.","aktives Wahlverfahren.","aktiver Wahlkampf.","aktiver Wahlkampf.","aktives Wahlrecht.","aktives Wahlrecht.","„Wählen dürfen“ bezeichnet das aktive Wahlrecht.","„Wählen dürfen“ bezeichnet das aktive Wahlrecht."
general,"Q117","democracy","Wie viel Prozent der Zweitstimmen müssen Parteien mindestens bekommen, um in den Deutschen Bundestag gewählt zu werden?","Wie viel Prozent der Zweitstimmen müssen Parteien mindestens bekommen, um in den Deutschen Bundestag gewählt zu werden?","3%","3%","4%","4%","5%","5%","6%","6%","Die Sperrklausel liegt bei 5 % der Zweitstimmen. Darunter erhält eine Partei keine Sitze im Bundestag.","Die Sperrklausel liegt bei 5 % der Zweitstimmen. Darunter erhält eine Partei keine Sitze im Bundestag."
general,"Q118","people_society","Wer darf bei den rund 40 jüdischen Makkabi-Sportvereinen Mitglied werden?","Wer darf bei den rund 40 jüdischen Makkabi-Sportvereinen Mitglied werden?","nur Deutsche","nur Deutsche","nur Israelis","nur Israelis","nur religiöse Menschen","nur religiöse Menschen","alle Menschen","alle Menschen","Die Makkabi-Vereine sind offen für alle Menschen.","Die Makkabi-Vereine sind offen für alle Menschen."
general,"Q119","democracy","Wahlen in Deutschland sind frei. Was bedeutet das?","Wahlen in Deutschland sind frei. Was bedeutet das?","Alle verurteilten Straftäterinnen/Straftäter dürfen nicht wählen.","Alle verurteilten Straftäterinnen/Straftäter dürfen nicht wählen.","Wenn ich wählen gehen möchte, muss meine Arbeitgeberin/mein Arbeitgeber mir frei geben.","Wenn ich wählen gehen möchte, muss meine Arbeitgeberin/mein Arbeitgeber mir frei geben.","Jede Person kann ohne Zwang entscheiden, ob sie wählen möchte und wen sie wählen möchte.","Jede Person kann ohne Zwang entscheiden, ob sie wählen möchte und wen sie wählen möchte.","Ich kann frei entscheiden, wo ich wählen gehen möchte.","Ich kann frei entscheiden, wo ich wählen gehen möchte.","Frei bedeutet: ohne Zwang und unzulässige Einflussnahme wählen.","Frei bedeutet: ohne Zwang und unzulässige Einflussnahme wählen."
general,"Q120","democracy","Das Wahlsystem in Deutschland ist ein …","Das Wahlsystem in Deutschland ist ein …","Zensuswahlrecht.","Zensuswahlrecht.","Dreiklassenwahlrecht.","Dreiklassenwahlrecht.","Mehrheits- und Verhältniswahlrecht.","Mehrheits- und Verhältniswahlrecht.","allgemeines Männerwahlrecht.","allgemeines Männerwahlrecht.","Personalisierte Verhältniswahl: Kombination aus Mehrheits- und Verhältniswahl.","Personalisierte Verhältniswahl: Kombination aus Mehrheits- und Verhältniswahl."
general,"Q121","democracy","Eine Partei möchte in den Deutschen Bundestag. Sie muss aber einen Mindestanteil an Wählerstimmen haben. Das heißt …","Eine Partei möchte in den Deutschen Bundestag. Sie muss aber einen Mindestanteil an Wählerstimmen haben. Das heißt …","5%-Hürde.","5%-Hürde.","Zulassungsgrenze.","Zulassungsgrenze.","Basiswert.","Basiswert.","Richtlinie.","Richtlinie.","Die 5%-Hürde begrenzt den Einzug sehr kleiner Parteien.","Die 5%-Hürde begrenzt den Einzug sehr kleiner Parteien."
general,"Q122","democracy","Welchem Grundsatz unterliegen Wahlen in Deutschland? Wahlen in Deutschland sind …","Welchem Grundsatz unterliegen Wahlen in Deutschland? Wahlen in Deutschland sind …","frei, gleich, geheim.","frei, gleich, geheim.","offen, sicher, frei.","offen, sicher, frei.","geschlossen, gleich, sicher.","geschlossen, gleich, sicher.","sicher, offen, freiwillig.","sicher, offen, freiwillig.","Grundsatz der freien, gleichen und geheimen Wahl (Art. 38 GG).","Grundsatz der freien, gleichen und geheimen Wahl (Art. 38 GG)."
general,"Q123","democracy","Was ist in Deutschland die ""5%-Hürde""?","Was ist in Deutschland die ""5%-Hürde""?","Abstimmungsregelung im Bundestag für kleine Parteien","Abstimmungsregelung im Bundestag für kleine Parteien","Anwesenheitskontrolle im Bundestag für Abstimmungen","Anwesenheitskontrolle im Bundestag für Abstimmungen","Mindestanteil an Wählerstimmen, um ins Parlament zu kommen","Mindestanteil an Wählerstimmen, um ins Parlament zu kommen","Anwesenheitskontrolle im Bundesrat für Abstimmungen","Anwesenheitskontrolle im Bundesrat für Abstimmungen","Parteien benötigen mindestens 5 % der Zweitstimmen für Sitze im Bundestag.","Parteien benötigen mindestens 5 % der Zweitstimmen für Sitze im Bundestag."
general,"Q124","democracy","Die Bundestagswahl in Deutschland ist die Wahl …","Die Bundestagswahl in Deutschland ist die Wahl …","der Bundeskanzlerin/des Bundeskanzlers.","der Bundeskanzlerin/des Bundeskanzlers.","der Parlamente der Länder.","der Parlamente der Länder.","des Parlaments für Deutschland.","des Parlaments für Deutschland.","der Bundespräsidentin/des Bundespräsidenten.","der Bundespräsidentin/des Bundespräsidenten.","Bei der Bundestagswahl wird das gesamtdeutsche Parlament gewählt.","Bei der Bundestagswahl wird das gesamtdeutsche Parlament gewählt."
general,"Q125","democracy","In einer Demokratie ist eine Funktion von regelmäßigen Wahlen, …","In einer Demokratie ist eine Funktion von regelmäßigen Wahlen, …","die Bürgerinnen und Bürger zu zwingen, ihre Stimme abzugeben.","die Bürgerinnen und Bürger zu zwingen, ihre Stimme abzugeben.","nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.","nach dem Willen der Wählermehrheit den Wechsel der Regierung zu ermöglichen.","im Land bestehende Gesetze beizubehalten.","im Land bestehende Gesetze beizubehalten.","den Armen mehr Macht zu geben.","den Armen mehr Macht zu geben.","Wahlen ermöglichen einen friedlichen Regierungswechsel nach dem Willen der Mehrheit.","Wahlen ermöglichen einen friedlichen Regierungswechsel nach dem Willen der Mehrheit."
general,"Q126","democracy","Was bekommen wahlberechtigte Bürgerinnen und Bürger in Deutschland vor einer Wahl?","Was bekommen wahlberechtigte Bürgerinnen und Bürger in Deutschland vor einer Wahl?","eine Wahlbenachrichtigung von der Gemeinde","eine Wahlbenachrichtigung von der Gemeinde","eine Wahlerlaubnis von der Bundespräsidentin/von dem Bundespräsidenten","eine Wahlerlaubnis von der Bundespräsidentin/von dem Bundespräsidenten","eine Benachrichtigung von der Bundesversammlung","eine Benachrichtigung von der Bundesversammlung","eine Benachrichtigung vom Pfarramt","eine Benachrichtigung vom Pfarramt","Vor jeder Wahl wird eine Wahlbenachrichtigung durch die Gemeinde verschickt.","Vor jeder Wahl wird eine Wahlbenachrichtigung durch die Gemeinde verschickt."
general,"Q127","democracy","Warum gibt es die 5%-Hürde im Wahlgesetz der Bundesrepublik Deutschland?","Warum gibt es die 5%-Hürde im Wahlgesetz der Bundesrepublik Deutschland?","die Programme von vielen kleinen Parteien viele Gemeinsamkeiten haben.","die Programme von vielen kleinen Parteien viele Gemeinsamkeiten haben.","die Bürgerinnen und Bürger bei vielen kleinen Parteien die Orientierung verlieren könnten.","die Bürgerinnen und Bürger bei vielen kleinen Parteien die Orientierung verlieren könnten.","viele kleine Parteien die Regierungsbildung erschweren.","viele kleine Parteien die Regierungsbildung erschweren.","kleine Parteien nicht so viel Geld haben, um Politikerinnen und Politiker zu bezahlen.","kleine Parteien nicht so viel Geld haben, um Politikerinnen und Politiker zu bezahlen.","Die 5%-Hürde verhindert eine Zersplitterung des Parlaments und erleichtert die Regierungsbildung.","Die 5%-Hürde verhindert eine Zersplitterung des Parlaments und erleichtert die Regierungsbildung."
general,"Q128","democracy","Parlamentsmitglieder, die von den Bürgerinnen und Bürgern gewählt werden, nennt man …","Parlamentsmitglieder, die von den Bürgerinnen und Bürgern gewählt werden, nennt man …","Abgeordnete.","Abgeordnete.","Kanzlerinnen/Kanzler.","Kanzlerinnen/Kanzler.","Botschafterinnen/Botschafter.","Botschafterinnen/Botschafter.","Ministerpräsidentinnen/Ministerpräsidenten.","Ministerpräsidentinnen/Ministerpräsidenten.","Die Mitglieder des Bundestages heißen Abgeordnete.","Die Mitglieder des Bundestages heißen Abgeordnete."
general,"Q129","democracy","Vom Volk gewählt wird in Deutschland …","Vom Volk gewählt wird in Deutschland …","die Bundeskanzlerin/der Bundeskanzler.","die Bundeskanzlerin/der Bundeskanzler.","die Ministerpräsidentin/der Ministerpräsident eines Bundeslandes.","die Ministerpräsidentin/der Ministerpräsident eines Bundeslandes.","der Bundestag.","der Bundestag.","die Bundespräsidentin/der Bundespräsident.","die Bundespräsidentin/der Bundespräsident.","Das Volk wählt die Abgeordneten des Bundestages direkt.","Das Volk wählt die Abgeordneten des Bundestages direkt."
